,ID,Mesto,Okres,Druh,Stav,Ulica,Vytah,Ener_cert,Uzit_plocha,Latitude,Longitude,Cena,Rok_vystavby,Podlazie,Pocet_nadzem_podlazi,Lodzia,Balkon,Garazove_statie,Kurenie,Garaz
0,nehnutelnosti.sk_4213053,Bratislava IV - Dubravka,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Hanulova,Ano,B,35,48.17837374,17.04076237,111900,1975,4,12,,,,,
1,nehnutelnosti.sk_4213543,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Vo výstavbe,Skalicka cesta,,,54,48.1827989,17.1278896,193399,255,1,4,,,,,
2,nehnutelnosti.sk_4222169,Bratislava III - Nove Mesto,okres Bratislava,Garsonka,Novostavba,Racianska,Ano,A,33,48.18002801181,17.128899402745,90000,2013,3,5,,,,,
3,nehnutelnosti.sk_4242533,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Novostavba,Budatinska,,B,53,48.1061044,17.1012412,143000,,,,,,,,
4,nehnutelnosti.sk_4214334,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Sandorova,,,53,48.1559048,17.1756396,155000,,,,,,,,
5,nehnutelnosti.sk_4213338,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Novostavba,Karadzicova,Ano,,94,48.145197090221,17.123455567055,440000,,5,,,,,,
6,nehnutelnosti.sk_4018302,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Pôvodný stav,Rusovska cesta,,,45,48.1292641,17.0933911,140000,,,,,,,,
7,nehnutelnosti.sk_4204915,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Hornadska,,,72,48.1360874,17.2142566,127900,,,,,,,,
8,nehnutelnosti.sk_4221694,Bratislava III - Nove Mesto,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Racianska,Ano,A,33,48.18002801181,17.128899402745,90000,2013,3,,3 m,,,,
9,nehnutelnosti.sk_4211280,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Developerský projekt,Drotarska cesta,,A,121,48.152873,17.09130923,429000,,,,,,,,
10,nehnutelnosti.sk_4227009,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Rovniankova,,,69,48.112703945276,17.109364938223,189900,,7,12,,3 m,,,
11,nehnutelnosti.sk_4150499,Bratislava IV - Devinska Nova Ves,okres Bratislava,2 izbovy byt,Vo výstavbe,Bystricka,,,45,48.2243439,16.9798494,141000,,2,5,,,,,
12,nehnutelnosti.sk_4089827,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Vo výstavbe,Bajkalska,,,63,48.1542939,17.1455133,217420,2020,4,5,,,Ano,,
13,nehnutelnosti.sk_4166880,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Novostavba,Fialova,Ano,,105,48.0898622,17.124725,344750,,6,6,,Ano,,Ustredne,
14,nehnutelnosti.sk_4232290,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Pôvodný stav,Martincekova,Ano,,66,48.1498251,17.1481454,192000,,3,6,Ano,,,,
15,nehnutelnosti.sk_3548844,Bratislava IV - Karlova Ves,okres Bratislava,5 a viac izbovy byt,Čiastočná rekonštrukcia,Stare grunty,,,217,48.1580447,17.0683635,331000,1996,2,4,4 m,,,,
16,nehnutelnosti.sk_4213548,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Vo výstavbe,Bajkalska,,,70,48.1542939,17.1455133,237568,,2,4,,,Ano,,
17,nehnutelnosti.sk_4196385,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Kastielska,,B,78,48.1477035,17.1677803,260000,,,,,,,,
18,nehnutelnosti.sk_4221311,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Kazanska,,,79,48.1345078,17.205864,169990,,,,,,,,
19,nehnutelnosti.sk_4241647,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Vlarska,,,59,48.16939417711,17.091190337087,206000,,,,,,,,
20,nehnutelnosti.sk_4054894,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Vo výstavbe,Bajkalska,,,51,48.1542939,17.1455133,183456,2020,1,5,,,Ano,,
21,nehnutelnosti.sk_4054892,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Vo výstavbe,Skalicka cesta,,,53,48.1827989,17.1278896,196299,255,3,5,,,,,
22,nehnutelnosti.sk_4213462,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Vo výstavbe,Skalicka cesta,,,53,48.1827989,17.1278896,202744,255,4,5,,,,,
23,nehnutelnosti.sk_4226550,Bratislava II - Ruzinov,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Zahradnicka 66,Ano,B,262,48.1553638,17.1396146,490000,2005,2,8,,,,,
24,nehnutelnosti.sk_4239185,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Sumracna,Ano,,73,48.1587412,17.1700022,186000,,5,7,Ano,,,,
25,nehnutelnosti.sk_4068548,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Vo výstavbe,Bajkalska,,,69,48.1384102,17.1743262,213808,2020,1,5,,,Ano,,
26,nehnutelnosti.sk_4195183,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Novostavba,Podunajska,Ano,B,57,48.14033064,17.19568482,133000,2011,2,4,,,,,
27,nehnutelnosti.sk_4215229,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Stefanikova,,,115,48.153705,17.106509,420000,,,,,,,,
28,nehnutelnosti.sk_4218434,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Salviova,Ano,,68,48.1531328,17.1616647,199990,,4,6,,Ano,,,
29,nehnutelnosti.sk_4176138,Bratislava II - Ruzinov,okres Bratislava,5 a viac izbovy byt,Vo výstavbe,Bajkalska,,,120,48.1384102,17.1743262,529140,2020,1,5,,,Ano,,
30,nehnutelnosti.sk_4148943,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Udernicka,Ano,A,38,48.121745287052,17.096006249751,124900,2020,2,7,,,,,
31,nehnutelnosti.sk_4242710,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Pôvodný stav,Hlavacikova,,,70,48.154362796385,17.043421268463,154900,,,,,,,,
32,nehnutelnosti.sk_4218202,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Zaluzicka,Ano,,43,48.1611571,17.1564921,139900,,4,6,,,,Ustredne,
33,nehnutelnosti.sk_4028035,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Holicska,Ano,,35,48.1089652,17.1061306,112990,,2,12,,,,Ustredne,
34,nehnutelnosti.sk_4149480,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Jedlova,Ano,C,78,48.141352049262,17.207938134069,145000,1989,,,3 m,,,,
35,nehnutelnosti.sk_4241876,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Na krizovatkach,,,11,48.1717188,17.1698379,269990,,,,,,,,
36,nehnutelnosti.sk_4218295,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Sputnikova 11,Ano,A,85,48.164140314942,17.169572450675,239900,2020,2,6,,,,,
37,nehnutelnosti.sk_4207683,Bratislava III - Nove Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Klenova,Ano,,94,48.1708117,17.0928309,249800,1981,2,6,,Ano,,,
38,nehnutelnosti.sk_4241826,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Pod zahradami,,,40,48.1850694,17.0361813,126000,,,,,,,,
39,nehnutelnosti.sk_4173065,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Lenardova,,,68,48.1293112,17.0988353,174990,,,,,,,,
40,nehnutelnosti.sk_4180857,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Toryska,,,78,48.1366553,17.2091572,157990,,2,4,Ano,,,Ustredne,
41,nehnutelnosti.sk_4195327,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Novostavba,Podunajska,Ano,B,62,48.1431657,17.1989893,165000,2011,3,4,,,,,
42,nehnutelnosti.sk_4008151,Bratislava IV - Zahorska Bystrica,okres Bratislava,3 izbovy byt,Novostavba,Ota Holuska,Ano,A,77,48.2332221,17.0422807,218956,,2,5,,5 m,,,
43,nehnutelnosti.sk_4218851,Bratislava II - Ruzinov,okres Bratislava,4 izbovy byt,Novostavba,Bazova,Ano,,113,48.152541461197,17.127706830771,468600,2020,,8,8 m,,,,
44,nehnutelnosti.sk_4005519,Bratislava IV - Zahorska Bystrica,okres Bratislava,4 izbovy byt,Novostavba,Ota Holuska,Ano,A,100,48.2332221,17.0422807,287843,,2,5,,10 m,,,
45,nehnutelnosti.sk_4209484,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Hranicna,Ano,,61,48.146167191185,17.159515167325,184900,,2,,,,,Ustredne,
46,nehnutelnosti.sk_4216606,Bratislava IV - Devinska Nova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Jana Ponicana,Ano,,72,48.2064454,16.9821639,159900,,,,Ano,,,Ustredne,
47,nehnutelnosti.sk_4119319,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Tabakova,,,80,48.1560389,17.1169794,264000,,1,5,,,,Ustredne,
48,nehnutelnosti.sk_4195183,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Novostavba,Podunajska,Ano,B,57,48.14033064,17.19568482,133000,2011,2,4,,,,,
49,nehnutelnosti.sk_3886876,Bratislava IV - Zahorska Bystrica,okres Bratislava,3 izbovy byt,Novostavba,Ota Holuska,Ano,A,82,48.2332221,17.0422807,222007,2020,4,5,,,,,
50,nehnutelnosti.sk_4151139,Bratislava II - Podunajske Biskupice,okres Bratislava,2 izbovy byt,Novostavba,Podunajska,Ano,B,38,48.14048099,17.19538441,117900,2011,2,3,,,,,
51,nehnutelnosti.sk_4229000,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Sustekova,Ano,,45,48.1278202,17.1245688,128700,2006,3,6,Ano,,,,
52,nehnutelnosti.sk_4207797,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Dolezalova 15,,A,33,48.169783059534,17.161256584279,94900,,,,,,,,
53,nehnutelnosti.sk_4207287,Bratislava III - Nove Mesto,okres Bratislava,1 izbovy byt,Novostavba,Stara Vajnorska,,B,26,48.18542858,17.16455983,84900,1970,1,3,,,,Ustredne,
54,nehnutelnosti.sk_4242737,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Udernicka,Ano,B,50,48.12061872,17.09515597,179900,2020,18,29,,,,,
55,nehnutelnosti.sk_4218580,Bratislava III - Raca,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,Dopravna,Ano,nema,26,48.19880787,17.16670524,77000,,2,8,,,,,
56,nehnutelnosti.sk_4195300,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Novostavba,Podunajska,Ano,,67,48.14035928,17.19583502,149500,2011,2,4,,,,,
57,nehnutelnosti.sk_4225819,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Ondreja Stefanka,Ano,A,64,48.1181093,17.1069707,189900,,3,12,Ano,,,,
58,nehnutelnosti.sk_4038932,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,,,B,66,48.1575966,17.1627979,170000,,2,7,,Ano,,,
59,nehnutelnosti.sk_4229984,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Rezedova,Ano,,77,48.1517704,17.1604491,214500,,3,6,,Ano,,,
60,nehnutelnosti.sk_4218686,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Bazova,Ano,,49,48.152541461197,17.127706830771,209160,2020,,8,4 m,,,,
61,nehnutelnosti.sk_4218805,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Bazova,Ano,,76,48.152544894365,17.127698922024,318000,2020,,8,4 m,,,,
62,nehnutelnosti.sk_3914344,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Novostavba,Tovarenska,,A,90,48.1447162,17.1244649,465500,2020,24,29,5 m,,,,
63,nehnutelnosti.sk_4122930,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Novostavba,Janotova,,,64,48.149969742193,17.05708949442,169000,2004,,,,4 m,,,
64,nehnutelnosti.sk_4138425,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Zitavska,Ano,,70,48.1413337,17.2115444,134988,,1,,,Ano,,,Ano
65,nehnutelnosti.sk_4199132,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Novostavba,Zeleznicna,,,114,48.146345785885,17.210211753845,269900,,,,,,,,
66,nehnutelnosti.sk_4219924,Bratislava IV - Devinska Nova Ves,okres Bratislava,1 izbovy byt,Novostavba,Devinska Nova Ves 7213,Ano,A,35,48.20803867,17.0197614,119900,2020,2,4,,,,,
67,nehnutelnosti.sk_4174698,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Sputnikova 11,Ano,A,51,48.164138461605,17.1695707564,155900,2020,4,7,,,,,
68,nehnutelnosti.sk_4241893,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Armenska,,B,51,48.1448249,17.2028947,119990,,,,,,,,
69,nehnutelnosti.sk_4239614,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Novostavba,Nam. Hraniciarov 35,,,268,48.1205514,17.1185912,849000,,,,,7 m,,,33 m
70,nehnutelnosti.sk_4240956,Bratislava IV - Devinska Nova Ves,okres Bratislava,1 izbovy byt,Novostavba,Bystricka,,,34,48.225168,16.9814034,99900,,,,,,,,
71,nehnutelnosti.sk_4230312,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Jegeho,Ano,A,76,48.1384102,17.1743262,179000,2014,2,13,,,,,
72,nehnutelnosti.sk_4217074,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Kukucinova,Ano,,76,48.169100913423,17.128575758773,219000,,4,7,2 m,4 m,,,
73,nehnutelnosti.sk_4222465,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Novostavba,Udernicka,Ano,,120,48.122482881903,17.09355635576,255000,2014,4,4,,,,,
74,nehnutelnosti.sk_4222564,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Gogolova,Ano,A,46,48.121268,17.0923105,165900,2020,3,3,,,,,
75,nehnutelnosti.sk_4139040,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Pôvodný stav,Haanova,Ano,nema,44,48.1226935,17.123011,129900,,5,7,,Ano,,,
76,nehnutelnosti.sk_4239618,Bratislava V - Petrzalka,okres Bratislava,Mezonet,Novostavba,Nam. hraniciarov 35,,,268,48.1205514,17.1185912,849000,,,,,7 m,,,33 m
77,nehnutelnosti.sk_4241640,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Nezabudkova,,B,66,48.1510314,17.1524564,182990,,,,,,,,
78,nehnutelnosti.sk_4242714,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Novostavba,Budatinska,,,52,48.104366324951,17.097953796255,142000,,,,,,,,
79,nehnutelnosti.sk_4239617,Bratislava V - Petrzalka,okres Bratislava,5 a viac izbovy byt,Novostavba,Nam. hraniciarov 35,,,268,48.1205514,17.1185912,849000,,,,,7 m,,,33 m
80,nehnutelnosti.sk_4216912,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Bazova,Ano,,57,48.152541461197,17.127706830771,231240,2020,,8,Ano,,Ano,,
81,nehnutelnosti.sk_4208150,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Novostavba,Tomasikova,Ano,,38,48.15577458,17.16280872,129990,,4,6,,Ano,,,
82,nehnutelnosti.sk_4232162,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Galbaveho 2,Ano,A,38,48.1835632,17.037614,115000,1992,8,,,,,,
83,nehnutelnosti.sk_4241894,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Prazska,,B,87,48.1617342,17.0999106,262000,,,,,Ano,,,
84,nehnutelnosti.sk_4125643,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Hurbanovo namestie,,,76,48.1462661,17.1070824,248000,,1,,,,,,
85,nehnutelnosti.sk_4163821,Bratislava IV - Zahorska Bystrica,okres Bratislava,3 izbovy byt,Novostavba,Pri Vapenickom potoku,,,90,48.233520703608,17.041940689086,285000,,,,,,,,
86,nehnutelnosti.sk_4241895,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Bosakova,,B,55,48.1277804,17.1226546,181000,,,,,Ano,,,
87,nehnutelnosti.sk_4225755,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Murgasova,Ano,B,53,48.1564624,17.1095563,199999,2002,6,7,,,,,
88,nehnutelnosti.sk_4241001,Bratislava II - Podunajske Biskupice,okres Bratislava,2 izbovy byt,Novostavba,Hlbinna,,nema,37,48.1284264,17.2000382,119500,2008,2,3,,Ano,,,
89,nehnutelnosti.sk_4228234,Bratislava I - Stare Mesto,okres Bratislava,Apartman,Novostavba,Kozia,,,201,48.147217790566,17.101934661993,450000,2014,,,,,Ano,,Ano
90,nehnutelnosti.sk_3684952,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Developerský projekt,Na Krizovatkach,,,64,48.1683236,17.170277,167800,,,,,,,,
91,nehnutelnosti.sk_4163497,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Gagarinova,Ano,A,66,48.150546237695,17.170072165028,189900,2014,4,5,,,,,
92,nehnutelnosti.sk_4229056,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Jurigovo nam.,,,44,48.1516751,17.0604638,139000,,,,,,,,
93,nehnutelnosti.sk_4232007,Bratislava IV - Devinska Nova Ves,okres Bratislava,2 izbovy byt,Novostavba,Eisnerova 58 A,Ano,A,51,48.2041985,16.9866655,144200,2012,1,,4 m,,,,
94,nehnutelnosti.sk_4178052,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Podhorskeho,,nema,104,48.157755724374,17.10200825211,389000,1950,,,,,,Lokalne,
95,nehnutelnosti.sk_4225978,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Repasskeho,,,36,48.190043,17.0340688,115000,,,,,,,,
96,nehnutelnosti.sk_4088362,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Betliarska,Ano,,43,48.098596572585,17.112392511818,153000,,4,4,,,,,
97,nehnutelnosti.sk_4149081,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Novostavba,Na Paziti,Ano,,96,48.161123940866,17.113020623682,349000,,2,4,,28 m,,,
98,nehnutelnosti.sk_4179704,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Bosakova,Ano,B,65,48.1277351,17.1226385,197000,,7,18,,Ano,,,
99,nehnutelnosti.sk_4230878,Bratislava IV - Dubravka,okres Bratislava,4 izbovy byt,Novostavba,Saratovska 6B,Ano,B,137,48.186937597875,17.038379914819,379000,2008,10,13,,,,,
100,nehnutelnosti.sk_4231943,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Pupavova,,,82,48.164104346774,17.050408457002,179800,1993,1,,9 m,,,,
101,nehnutelnosti.sk_4134175,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Nerudova,,,64,48.167315603731,17.164768636298,184900,2008,3,3,,3 m,,,
102,nehnutelnosti.sk_4028557,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,topolcianska,,,96,48.1108704,17.1115417,159600,,,,,,,,
103,nehnutelnosti.sk_4191588,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Novostavba,Mytna,Ano,A,139,48.1551616,17.1167165,525000,2018,2,,,,,,
104,nehnutelnosti.sk_3890640,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Na krizovatkach,Ano,A,85,48.171708926385,17.171253748549,219990,2017,,6,6 m,,,,
105,nehnutelnosti.sk_4212704,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Stefanikova,Ano,nema,39,48.151822,17.106853,150000,,1,6,,,,,
106,nehnutelnosti.sk_4211744,Bratislava III - Nove Mesto,okres Bratislava,4 izbovy byt,Novostavba,Tupeho,Ano,,187,48.165463439777,17.11706265498,480000,,,,,,2 x,,Ano
107,nehnutelnosti.sk_4231539,Bratislava III - Raca,okres Bratislava,3 izbovy byt,Novostavba,Stupavska,,,121,48.2117012,17.1429632,304000,,,,,,,,
108,nehnutelnosti.sk_4145309,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Bardosova,,,64,48.168322,17.0982925,165000,1978,3,3,Ano,,,Ustredne,
109,nehnutelnosti.sk_4242601,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Haburska,,,80,48.1607494,17.1547897,235000,,,,,,,,
110,nehnutelnosti.sk_3976947,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Novostavba,Hradska,Ano,,42,48.1515887,17.2007772,89999,,2,3,,Ano,,,
111,nehnutelnosti.sk_4230684,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Osuskeho,Ano,,88,48.11873378,17.11476613,174900,1978,1,12,Ano,,,,
112,nehnutelnosti.sk_4190192,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Na Grunte,,,88,48.195187158621,17.131848335266,228000,,,,,,,,
113,nehnutelnosti.sk_4054832,Bratislava III - Nove Mesto,okres Bratislava,4 izbovy byt,Novostavba,Na Varte,Ano,,179,48.1671524,17.1368484,559000,,,,,,3 x,,
114,nehnutelnosti.sk_3989698,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Novostavba,Hradska,Ano,,48,48.1515887,17.2007772,132499,,1,3,,Ano,,,
115,nehnutelnosti.sk_4229756,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Wolkrova,,,70,48.1243126,17.1078795,164500,,,,,,,,
116,nehnutelnosti.sk_4105358,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Novostavba,Cintorinska,Ano,,160,48.147103335452,17.118778187996,650000,2009,,,30 m,30 m,,,20 m
117,nehnutelnosti.sk_4231633,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Mierova 18,Ano,A,45,48.148786869083,17.161294297492,134000,1994,3,,,3 m,,,
118,nehnutelnosti.sk_4207957,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Blumentalska,Ano,,66,48.154317857618,17.121925705702,277500,,3,,5 m,2 m,,,
119,nehnutelnosti.sk_4239212,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Murgasova,,,72,48.1565165,17.109592,235000,,,,,,,,
120,nehnutelnosti.sk_4179262,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Pecnianska,,,72,48.1296158,17.0944858,169990,,,,,,,,
121,nehnutelnosti.sk_4220397,Bratislava III - Vajnory,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,Rybnicna,,,26,48.2129039,17.1920947,70990,,,,,,,,
122,nehnutelnosti.sk_4180186,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Romanova,Ano,,83,48.113871550231,17.110222675442,189990,,,,3 m,,,,
123,nehnutelnosti.sk_4234789,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Nobelova,,,42,48.181625571568,17.135678529739,139000,,,,,,,,
124,nehnutelnosti.sk_4175984,Bratislava IV - Zahorska Bystrica,okres Bratislava,5 a viac izbovy byt,Novostavba,Pri Vapenickom potoku,Ano,A,112,48.2293128,17.0443675,319900,,,,,Ano,,,
125,nehnutelnosti.sk_4222204,Bratislava IV - Dubravka,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Saratovska,,,28,48.1933277,17.0346531,86500,,,,,,,,
126,nehnutelnosti.sk_4059863,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Maly trh,,A,77,48.1469339,17.1233379,225000,,,,,,,Lokalne,
127,nehnutelnosti.sk_4192428,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Osuskeho,Ano,,69,48.118800101569,17.114667297786,175000,,5,5,4 m,,,,
128,nehnutelnosti.sk_4128090,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Na krizovatkach,,,63,48.170566,17.172265,159000,,,,,,,,
129,nehnutelnosti.sk_4231938,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Pupavova,,,82,48.1637435,17.050997,179800,1993,1,,9 m,,,,
130,nehnutelnosti.sk_3886894,Bratislava IV - Zahorska Bystrica,okres Bratislava,4 izbovy byt,Novostavba,Ota Holuska,,A,94,48.2332221,17.0422807,283184,2020,,,,5 m,,,
131,nehnutelnosti.sk_4119068,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Homolova,,,76,48.1945629,17.027624,164990,,,,,,,,
132,nehnutelnosti.sk_4239840,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Novostavba,Bellova,,,129,48.169971,17.1096081,535000,,,,,,,,
133,nehnutelnosti.sk_4228443,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,,,,46,48.1575966,17.1627979,143000,,,,,,,,
134,nehnutelnosti.sk_4239942,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Dobrovicova 4,,,50,48.141945581533,17.115416138277,259000,,1,2,,,,,
135,nehnutelnosti.sk_4120890,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Novostavba,Hradska,Ano,,50,48.1515887,17.2007772,129000,,2,4,,,,,
136,nehnutelnosti.sk_4137750,Bratislava III - Nove Mesto,okres Bratislava,4 izbovy byt,Novostavba,Strazna,Ano,,191,48.1640852,17.1105068,1290000,,4,4,,,,,
137,nehnutelnosti.sk_4120889,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Novostavba,Hradska,,,77,48.1515887,17.2007772,175000,,1,3,,,,,
138,nehnutelnosti.sk_4239563,Bratislava IV - Lamac,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Studenohorska,,,78,48.1938932,17.0506834,199900,,,,,,,,
