,ID,Mesto,Okres,Druh,Stav,Ulica,Vytah,Ener_cert,Uzit_plocha,Latitude,Longitude,Cena,Rok_vystavby,Podlazie,Pocet_nadzem_podlazi,Lodzia,Balkon,Garazove_statie,Kurenie,Garaz
905,nehnutelnosti.sk_4144300,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Zilinska,,nema,94,48.1552706,17.1120988,305000,,2,4,Ano,,,,
906,nehnutelnosti.sk_4211599,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Krikova,,B,82,48.1448473,17.2084212,181990,,,,,,,,
907,nehnutelnosti.sk_4217636,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Bernolakova,,,90,48.1484473,17.1076452,268000,,,,,,,,
908,nehnutelnosti.sk_4231072,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Kapicova,Ano,nema,70,48.1288126,17.0962322,187500,1986,5,8,,,,,
909,nehnutelnosti.sk_4229176,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Sancova,Ano,B,54,48.1571318,17.1165516,174900,2006,5,6,,,,,
910,nehnutelnosti.sk_4211595,Bratislava III - Raca,okres Bratislava,1 izbovy byt,Novostavba,Kadnarova,,,43,48.2007014,17.1431732,123990,,,,,,,,
911,nehnutelnosti.sk_4230933,Bratislava III - Raca,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Cyprichova,,,54,48.1966301,17.1431472,150000,,,,,,,Lokalne,
912,nehnutelnosti.sk_4242184,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Jasovska,Ano,nema,69,48.0946122,17.115507,156000,,7,12,,Ano,,,
913,nehnutelnosti.sk_4180657,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Narcisova,Ano,nema,66,48.1555764,17.1613004,190000,,3,9,,Ano,,,
914,nehnutelnosti.sk_4211596,Bratislava III - Raca,okres Bratislava,1 izbovy byt,Novostavba,Kadnarova,,,43,48.2007014,17.1431732,129990,,,,,,,,
915,nehnutelnosti.sk_4193861,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Polarna,Ano,nema,65,48.15982,17.1723526,187500,1966,1,6,,,,,
916,nehnutelnosti.sk_4231359,Bratislava IV - Dubravka,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Fedakova,Ano,,48,48.1926077,17.0331191,147500,,6,8,,,,,
917,nehnutelnosti.sk_4231126,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Muskatova,Ano,nema,61,48.1509525,17.1587467,195500,,3,9,,Ano,,,
918,nehnutelnosti.sk_4242183,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Trencianska,,,65,48.1509667,17.1391755,,,,,,,,,
919,nehnutelnosti.sk_4201106,Bratislava IV - Devinska Nova Ves,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Zahradna,,,122,48.2187415,16.980243,450000,1971,1,2,Ano,,,,
920,nehnutelnosti.sk_4209831,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Gorkeho,Ano,nema,121,48.1429541,17.1110094,429000,,2,6,,,,,
921,nehnutelnosti.sk_4229731,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Ondavska,Ano,B,63,48.1597366,17.1399849,214500,,2,8,Ano,,,,
922,nehnutelnosti.sk_4213155,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Jadrova,Ano,nema,64,48.1585431,17.1674167,187500,,5,6,Ano,,,,
923,nehnutelnosti.sk_4227853,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Exnarova,Ano,nema,68,48.1572076,17.1733714,175900,1967,1,4,,,,,
924,nehnutelnosti.sk_4229177,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Medvedovej,Ano,B,66,48.1222772,17.1324595,168500,1979,8,12,,,,,
925,nehnutelnosti.sk_4161480,Bratislava IV - Dubravka,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,Janka Alexyho,Ano,nema,23,48.1862538,17.0430715,78500,,5,14,,,,,
926,nehnutelnosti.sk_4185765,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Sumracna,Ano,C,65,48.1587412,17.1700022,164900,1966,,7,Ano,,,,
927,nehnutelnosti.sk_4204339,Bratislava III - Nove Mesto,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Ceskoslovenskych parasutistov,Ano,C,29,48.1719127,17.1297544,104900,,3,11,,,,Ustredne,
928,nehnutelnosti.sk_4171615,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Pôvodný stav,Povazanova,,,38,48.183972429562,17.037202220514,99900,1970,12,12,,,,,
929,nehnutelnosti.sk_4013486,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Mierova,,,73,48.1575966,17.1627979,181500,2006,1,5,,,,,
930,nehnutelnosti.sk_4227873,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Jasikova,Ano,nema,34,48.1555946,17.1669643,137500,1989,4,7,,,,,
931,nehnutelnosti.sk_4229178,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Budatinska,Ano,nema,66,48.1060961,17.1006947,159900,,6,12,Ano,,,,
932,nehnutelnosti.sk_4239043,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Vlcie hrdlo,Ano,nema,37,48.1289037,17.1689137,85000,,4,11,Ano,,,,
933,nehnutelnosti.sk_4231071,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Oravska,,nema,51,48.1476036,17.1354826,172500,1958,1,4,,,,,
934,nehnutelnosti.sk_4224900,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Hany Melickovej,Ano,nema,,48.1496259,17.0545065,190000,,3,7,Ano,,,,
935,nehnutelnosti.sk_4230935,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Jadrova,Ano,,61,48.1585431,17.1674167,178500,,1,6,,Ano,,,
936,nehnutelnosti.sk_4223065,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Svabinskeho,Ano,B,73,48.1154383,17.0983622,177900,1984,1,8,,,,,
937,nehnutelnosti.sk_4231299,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Fedinova,Ano,nema,35,48.1176006,17.1030761,127900,1985,2,12,,,,,
938,nehnutelnosti.sk_4145842,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Lipskeho,Ano,,78,48.1795839,17.0513051,165000,,12,12,,,,,
939,nehnutelnosti.sk_4217583,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Meteorova,Ano,B,74,48.1640881,17.1643636,214900,1965,5,6,,,,,
940,nehnutelnosti.sk_4230934,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Namestie Hraniciarov,Ano,B,86,48.1181093,17.1069707,186000,,5,12,Ano,,,,
941,nehnutelnosti.sk_4090975,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Pôvodný stav,Stavbarska,Ano,,41,48.1398015,17.2044303,48500,,6,10,,,,,
942,nehnutelnosti.sk_4231092,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Lenardova,Ano,nema,48,48.1283826,17.0973329,151900,,5,12,Ano,,,,
943,nehnutelnosti.sk_4180669,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Zilinska,,nema,94,48.1552706,17.1120988,279000,,2,4,Ano,,,,
944,nehnutelnosti.sk_4229175,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Krajna,Ano,nema,51,48.1483765,17.1073105,169900,2010,2,3,,,,,
945,nehnutelnosti.sk_4229360,Bratislava IV - Devinska Nova Ves,okres Bratislava,2 izbovy byt,Novostavba,Opletalova,,B,57,48.2226086,16.9780855,179900,2018,,4,,,,,
946,nehnutelnosti.sk_4229754,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Ulica 29. augusta,,nema,71,48.1469185,17.1232277,244900,,1,3,,,,,
947,nehnutelnosti.sk_4231237,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Halova,Ano,nema,80,48.1208712,17.1060633,182500,1984,6,12,,,,,
948,nehnutelnosti.sk_4204431,Bratislava III - Nove Mesto,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,Ceskoslovenskych parasutistov,Ano,C,29,48.1719127,17.1297544,104900,,3,11,,,,Ustredne,
949,nehnutelnosti.sk_4228131,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Karadzicova,Ano,nema,83,48.1509873,17.1254795,237900,,2,15,Ano,,,,
950,nehnutelnosti.sk_4227899,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Novostavba,Stare Grunty,Ano,B,67,48.1585261,17.0684301,225900,2009,5,8,,,,,
951,nehnutelnosti.sk_4222763,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Haburska,Ano,,67,48.1625977,17.1529601,193000,,6,6,Ano,,,,
952,nehnutelnosti.sk_4229179,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Novostavba,Mytna,Ano,A,78,48.1541906,17.1154581,425000,2018,4,,Ano,,,,
953,nehnutelnosti.sk_4180656,Bratislava II - Podunajske Biskupice,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Estonska,Ano,B,65,48.1431707,17.2020051,134900,1973,6,7,,,,,
954,nehnutelnosti.sk_4222689,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Pupavova,Ano,,67,48.1636214,17.0481638,190000,,5,12,Ano,,,,
955,nehnutelnosti.sk_4178231,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Sklenarova,Ano,nema,65,48.1503468,17.1459938,192000,,3,6,,Ano,,,
956,nehnutelnosti.sk_4211594,Bratislava V - Petrzalka,okres Bratislava,5 a viac izbovy byt,Novostavba,Pecnianska,,,154,48.1291625,17.0944307,469000,,,,,,,,
957,nehnutelnosti.sk_4223034,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Palkovicova,Ano,nema,67,48.1575921,17.1375219,245000,1985,3,12,,,,,
958,nehnutelnosti.sk_4207700,Bratislava III - Raca,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Horna,,,62,48.195879,17.1379322,170000,,,,,,,,
959,nehnutelnosti.sk_4171615,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Pôvodný stav,Povazanova,,,38,48.183972429562,17.037202220514,99900,1970,12,12,,,,,
960,nehnutelnosti.sk_4227407,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Novostavba,Agatova,,,36,48.202639,17.0224229,117900,,,,,,,,
961,nehnutelnosti.sk_4228094,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,L. Fullu,,,71,48.1551457,17.0492153,187000,,,,,,,,
962,nehnutelnosti.sk_4196064,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Majernikova,,,79,48.1544923,17.047372,179000,,,,,,,,
963,nehnutelnosti.sk_4227405,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Pecnianska,,,53,48.1296158,17.0944858,135000,,,,,,,,
964,nehnutelnosti.sk_4242141,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Mesacna,Ano,,81,48.1633241,17.1659958,225000,,4,7,,Ano,,,
965,nehnutelnosti.sk_4197389,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Vajanskeho nabrezie,,,60,48.1406544,17.1140885,295000,,,,,,,,
966,nehnutelnosti.sk_4240786,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Zaluzicka,,B,75,48.16180118,17.15718947,195000,1964,6,6,,,,,
967,nehnutelnosti.sk_4231299,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Fedinova,Ano,nema,35,48.1176006,17.1030761,127900,1985,2,12,,,,,
968,nehnutelnosti.sk_4145842,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Lipskeho,Ano,,78,48.1795839,17.0513051,165000,,12,12,,,,,
969,nehnutelnosti.sk_4228045,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Gercenova,,,72,48.1264762,17.0994666,179990,,,,,,,,
970,nehnutelnosti.sk_4242142,Bratislava III - Raca,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Kadnarova,,,38,48.2007014,17.1431732,120000,,3,4,,,,Ustredne,
971,nehnutelnosti.sk_4228001,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Novostavba,Udernicka,,,71,48.1224487,17.0936348,195000,,,,,,,,
972,nehnutelnosti.sk_4210106,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Trnavska cesta,,,76,48.1636363,17.1465239,235000,,,,,,,,
973,nehnutelnosti.sk_4228061,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Lietavska,,,71,48.1002691,17.1048635,169500,,,,,,,,
974,nehnutelnosti.sk_4228101,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Novostavba,Bajkalska,,,87,48.1605667,17.1413395,275000,,,,,,,,
975,nehnutelnosti.sk_4242143,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Pôvodný stav,Bartoskova,,,67,48.1611416,17.1321316,205000,,1,,,,,,
976,nehnutelnosti.sk_4242147,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Drobneho,Ano,,33,48.1910216,17.039661,110000,,10,12,,,,,
977,nehnutelnosti.sk_4228133,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Topolcianska,,,37,48.1076999,17.1093952,115000,,,,,,,,
978,nehnutelnosti.sk_4227406,Bratislava IV - Lamac,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Bakosova,,,43,48.1991059,17.0469523,123000,,,,,,,,
979,nehnutelnosti.sk_4228027,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Pôvodný stav,Drobneho,,,41,48.1909955,17.039605,107000,,,,,,,,
980,nehnutelnosti.sk_4206411,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Planet,,,65,48.1627261,17.1710969,179900,,,,,,,,
981,nehnutelnosti.sk_4228033,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Drobneho,,,33,48.1909955,17.039605,110000,,,,,,,,
982,nehnutelnosti.sk_4179732,Bratislava II - Vrakuna,okres Bratislava,Dvojgarsonka,Čiastočná rekonštrukcia,Stavbarska,Ano,,40,48.1398015,17.2044303,53990,,9,10,,,,,
983,nehnutelnosti.sk_4240762,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Vlcie hrdlo,Ano,A,33,48.1289037,17.1689137,76900,,,,,,,Ustredne,
984,nehnutelnosti.sk_4209965,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Povazanova,,,38,48.1839404,17.0372108,112900,,,,,,,,
985,nehnutelnosti.sk_4227408,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Vavilovova,,,93,48.1271497,17.1138361,240000,,,,,,,,
986,nehnutelnosti.sk_4227411,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Mamateyova,,,80,48.1213846,17.1292606,199900,,,,,,,,
987,nehnutelnosti.sk_4227657,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Mesacna,,,83,48.1633172,17.1659432,199000,,,,,,,,
988,nehnutelnosti.sk_4216778,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Novostavba,,,,,48.1888275,17.0290279,172000,,,,,,,,
989,nehnutelnosti.sk_4160962,Bratislava III - Raca,okres Bratislava,1 izbovy byt,Novostavba,Kadnarova,,,43,48.2007051,17.1431757,125000,,,,,,,,
990,nehnutelnosti.sk_3938124,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Pôvodný stav,Nobelovo namestie,,,37,48.1108704,17.1115417,113000,,,,,,,,
991,nehnutelnosti.sk_4193570,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Stefunkova,,,62,48.1555317,17.1709892,165000,,,,,,,,
992,nehnutelnosti.sk_3952336,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Trencianska,,,60,48.1575966,17.1627979,180000,,,,,,,,
993,nehnutelnosti.sk_3927717,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Polnohospodarska,,,82,48.1421623,17.2129002,145000,,,,,,,,
994,nehnutelnosti.sk_4166505,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Furdekova,,,70,48.1228183,17.1208933,185000,,,,,,,,
995,nehnutelnosti.sk_4242133,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Hranicna,Ano,,52,48.1459459,17.1597672,164800,,1,8,Ano,,,Ustredne,
996,nehnutelnosti.sk_4142754,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,,,,46,48.1645159,17.0475274,149990,,,,,,,,
997,nehnutelnosti.sk_4196032,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Novostavba,Fialova,,,31,48.0898622,17.124725,110000,,,,,,,,
998,nehnutelnosti.sk_4168458,Bratislava II - Podunajske Biskupice,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Dudvazska,,,79,48.1371329,17.2150147,140000,,,,,,,,
999,nehnutelnosti.sk_4007637,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Sibirska,,,71,48.1671524,17.1368484,239000,,,,,,,,
1000,nehnutelnosti.sk_4166392,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Bajkalska,,,69,48.1605667,17.1413395,214900,,,,,,,,
1001,nehnutelnosti.sk_4017431,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Veternicova,,,74,48.1591644,17.0518436,174000,,,,,,,,
1002,nehnutelnosti.sk_4131011,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Pôvodný stav,Rezedova,,,60,48.1511564,17.1622249,169000,,,,,,,,
1003,nehnutelnosti.sk_4166470,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Lietavska,,,73,48.1002691,17.1048635,172000,,,,,,,,
1004,nehnutelnosti.sk_4242096,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Uhrova,,,61,48.164775881637,17.09483385086,164900,,,,,,,,
1005,nehnutelnosti.sk_4166325,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Riazanska,,,43,48.172883026555,17.131773233413,147900,,,,,,,,
1006,nehnutelnosti.sk_4167621,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Sustekova,,,48,48.1279905,17.1245889,145000,,,,,,,,
1007,nehnutelnosti.sk_3966674,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Mesacna,,,82,48.1575966,17.1627979,225000,,,,,,,,
1008,nehnutelnosti.sk_4121106,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Nezabudkova,,,46,48.1510314,17.1524564,135000,,,,,,,,
1009,nehnutelnosti.sk_3927728,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Ul. 29. augusta,,,30,48.147827,17.1210989,125000,,,,,,,,
1010,nehnutelnosti.sk_4177459,Bratislava II - Podunajske Biskupice,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Bodrocka,,,51,48.1338979,17.2091603,134000,,,,,,,,
1011,nehnutelnosti.sk_4196055,Bratislava IV - Devinska Nova Ves,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Pavla Horova,,,82,48.2039065,16.9791072,170000,,,,,,,,
1012,nehnutelnosti.sk_4193552,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Trencianska,,,35,48.1519069,17.1400278,126000,,,,,,,,
1013,nehnutelnosti.sk_3953657,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Lipskeho,,,67,48.1888275,17.0290279,185000,,,,,,,,
1014,nehnutelnosti.sk_4007577,Bratislava IV - Devinska Nova Ves,okres Bratislava,1 izbovy byt,Novostavba,Bystricka,,,40,48.2094421,16.9727783,118500,,,,,,,,
1015,nehnutelnosti.sk_4214543,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,,,,,48.1575966,17.1627979,147000,,,,,,,,
1016,nehnutelnosti.sk_4010068,Bratislava IV - Karlova Ves,okres Bratislava,1 izbovy byt,Pôvodný stav,Donnerova,,,42,48.1591644,17.0518436,120000,,,,,,,,
1017,nehnutelnosti.sk_4192916,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Hany Melickovej,,,75,48.1495876,17.0542867,169900,,,,,,,,
1018,nehnutelnosti.sk_4215329,Bratislava III - Raca,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,,,,,48.2089564,17.1608573,133000,,,,,,,,
1019,nehnutelnosti.sk_4196764,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Zavodu Matador,,,47,48.1209797,17.0956135,173500,,,,,,,,
1020,nehnutelnosti.sk_4214415,Bratislava III - Nove Mesto,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,,,,,48.17172665,17.146280586659,129000,,,,,,,,
1021,nehnutelnosti.sk_4100350,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Pôvodný stav,Prievozska,,,32,48.1494473,17.1542806,150000,,,,,,,,
1022,nehnutelnosti.sk_4222871,Bratislava II - Ruzinov,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,,,,,48.1575966,17.1627979,90,,,,,,,,
1023,nehnutelnosti.sk_4152952,Bratislava IV - Dubravka,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Saratovska,Ano,B,168,48.193262045902,17.034673943228,445000,,10,13,,4 m,,,
1024,nehnutelnosti.sk_4211865,Bratislava IV - Karlova Ves,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Jamnickeho,,,82,48.1500939,17.0465438,195000,,,,,,,,
1025,nehnutelnosti.sk_4197256,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,,,,48,48.1575966,17.1627979,166000,,,,,,,,
1026,nehnutelnosti.sk_4196540,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,,,,65,48.1575966,17.1627979,220000,,,,,,,,
1027,nehnutelnosti.sk_4208725,Bratislava IV - Dubravka,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Nejedleho,,,41,48.192332,17.0367813,149000,,,,,,,,
1028,nehnutelnosti.sk_4215410,Bratislava II - Podunajske Biskupice,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,,,,,48.1076747,17.2197367,105000,,,,,,,,
1029,nehnutelnosti.sk_4226054,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Novostavba,Tovarenska,,,46,48.1440705,17.122404,279000,,,,,,,,
1030,nehnutelnosti.sk_4063636,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,58,48.1503226,17.1052628,274800,,,,,,,,
1031,nehnutelnosti.sk_4224837,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,73,48.1503226,17.1052628,293400,,,,,,,,
1032,nehnutelnosti.sk_4226055,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Novostavba,Tovarenska,,,45,48.1440705,17.122404,291600,,,,,,,,
1033,nehnutelnosti.sk_4222872,Bratislava II - Ruzinov,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,,,,,48.1575966,17.1627979,90000,,,,,,,,
1034,nehnutelnosti.sk_4227741,Bratislava III - Raca,okres Bratislava,3 izbovy byt,Pôvodný stav,Pri Sajbach,,,,48.2018308,17.1624899,184000,,,,,,,,
1035,nehnutelnosti.sk_4242086,Bratislava II - Podunajske Biskupice,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Podzahradna,Ano,,52,48.1337533,17.2042472,119900,,5,10,Ano,,,,
1036,nehnutelnosti.sk_4063371,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,60,48.1503226,17.1052628,270600,,,,,,,,
1037,nehnutelnosti.sk_4063130,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,61,48.1503226,17.1052628,274800,,,,,,,,
1038,nehnutelnosti.sk_4216692,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Pôvodný stav,,,,,48.1575966,17.1627979,173000,,,,,,,,
1039,nehnutelnosti.sk_4242078,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Hainburg an der Donau,,,65,48.1181093,17.1069707,,,3,3,,,,,
1040,nehnutelnosti.sk_4063716,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,102,48.1503226,17.1052628,410900,,,,,,,,
1041,nehnutelnosti.sk_4100296,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Trnavske myto,,,70,48.1581156,17.1278772,290000,,,,,,,,
1042,nehnutelnosti.sk_3639312,Bratislava III - Nove Mesto,okres Bratislava,5 a viac izbovy byt,Novostavba,Tupeho,Ano,,490,48.1671524,17.1368484,1060000,2009,5,5,,,,,
1043,nehnutelnosti.sk_4110239,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Novostavba,Fialova,,,78,48.089474993045,17.125014066696,222000,,,,,,,,
